	TCGA-A2-A0YJ-01	TCGA-E2-A14Z-01	TCGA-AO-A0J7-01	TCGA-AO-A03M-01	TCGA-BH-A18M-01	TCGA-BH-A28Q-01	TCGA-A8-A08O-01	TCGA-C8-A130-01	TCGA-BH-A8FY-01	TCGA-AO-A125-01	TCGA-E2-A10B-01	TCGA-AN-A0XO-01	TCGA-AO-A1KT-01	TCGA-E2-A15H-01	TCGA-D8-A27W-01	TCGA-AO-A0JI-01	TCGA-BH-A0C3-01	TCGA-A8-A09Q-01	TCGA-AR-A250-01	TCGA-E9-A22G-01	TCGA-BH-A201-01	TCGA-E2-A1L6-01	TCGA-AN-A0FY-01
NDUFB10	2318	4622	4950	6947	3568	4940	2281	4788	4127	6237	6340	7529	5645	4954	9301	4733	4773	6722	3932	2403	2836	3148	3401
NDUFB11	1894	4856	6065	6584	2850	4019	2557	5051	4814	4905	3089	5535	5175	3641	5594	3652	2333	6346	3830	7498	2882	4005	5477
NDUFB1	518	1339	2932	2883	1231	1801	1312	1959	3061	3874	1954	2377	2308	1248	2714	2586	1235	2350	1625	1740	1862	2177	1395
NDUFB2	2085	1798	3344	12925	2517	3591	2533	5060	3543	3991	3877	4687	4463	2532	4245	3072	2098	3179	3518	5747	2851	3509	2973
NDUFB3	804	1101	2069	2059	1576	2060	977	2033	1830	1494	2078	2486	2874	1299	2811	1112	1541	1798	2203	2183	2055	2192	2067
NDUFB4	2324	7591	7963	15039	4492	4163	4157	9267	8390	8841	5310	11191	8608	4595	6776	6101	4026	7310	3813	5599	4770	7426	4598
NDUFB5	2029	3306	3992	3862	3215	4107	2604	3597	3143	3224	4063	8020	4710	2780	3886	3800	2485	5854	3855	3796	4727	4291	3199
NDUFB6	797	1152	3172	2523	1470	1875	1571	1508	2598	1487	2753	2582	2444	910	2504	2502	820	1828	2500	3569	2231	2469	3965
NDUFB7	1019	1776	4895	2113	1862	2360	919	6245	3795	2381	2895	2920	1937	1675	4722	2126	2212	2565	2075	4986	1957	2025	3071
NDUFB8	1006	2517	4211	3818	1812	3102	2324	3962	5530	4821	3075	2810	3331	2855	5521	2741	2586	2691	2698	4629	2543	3314	3264
NDUFB9	8215	12550	8706	10389	7678	6072	3182	34065	4922	5158	4385	9775	24676	5117	23620	4981	4768	15619	6346	14304	5560	5070	8857
NDUFC1	890	2015	1333	2763	1464	2219	1411	1733	3344	3280	2194	2724	2910	1318	3163	2284	1192	2363	1916	1575	2404	2352	1382
NDUFC2	2841	4762	5307	6826	7083	9626	5482	7574	10654	4888	5130	7175	124856	5178	5004	7988	35747	5915	14692	11390	48685	5896	8832
NDUFS1	3911	2234	3333	4960	4122	6482	2394	2177	1296	2164	4457	5036	5606	3083	10119	2572	4521	28169	6442	1962	5236	4652	4621
NDUFS2	5602	6319	11542	9780	5624	14848	4778	8145	6137	12003	16684	8854	13952	10635	15186	5305	8412	6635	8624	9777	6548	8692	7719
NDUFS3	1486	3598	2974	3935	4225	3324	2346	4069	3195	4214	4186	4459	10076	2971	4034	3197	1863	3865	4703	8491	3347	3469	4216
NDUFS4	405	1485	2260	2003	1967	2184	1652	1006	2279	961	3183	3701	2332	1323	2833	1621	1297	4608	1422	1390	1804	1139	1920
NDUFS5	2699	5547	5386	12303	4147	7352	3007	11526	8095	11471	5755	9524	6616	3741	7323	2138	3417	5887	5526	17698	5721	4497	9478
NDUFS6	1080	2332	2677	3916	1900	2042	1372	2776	5492	1582	4362	4419	2279	1815	3563	2168	1367	3084	1648	5204	2036	2442	3569
NDUFS7	661	2869	2678	1569	1293	1806	539	1565	2846	2245	2529	2352	1318	929	1856	1525	1604	1636	1442	1429	1169	1702	1118
NDUFS8	1540	3564	2102	4016	3863	3400	1654	7620	5745	4893	2901	3630	2789	2837	4213	2626	2745	2764	3105	3063	1364	3329	3309
NDUFV1	4984	3474	4426	3748	5065	5538	2944	9487	3842	2084	5035	4393	3311	4963	5646	3025	2351	5633	5863	7938	2341	2942	7919
NDUFV2	3596	4643	5595	3950	4929	5546	4433	5752	6694	9678	6831	4102	13856	7483	5823	5704	3677	4182	6266	9044	5706	5993	1807
NDUFV3	1439	2064	1886	2571	1743	1698	1023	3456	2676	3127	3740	2877	3554	1472	2218	2073	2038	4025	2617	2149	2042	2109	1746
NEAT1	5648	22190	28198	10212	38658	24608	16496	19568	78709	157983	8704	37903	23439	43036	12258	21533	43002	34697	47670	2869	11720	40028	21492
NEBL	9422	4473	18470	15240	7987	33354	17810	10894	4061	8057	18780	6554	10227	11775	11938	15090	2586	11632	9671	2745	19852	10691	22814
NEB	17	35	62	23	39	42	42	48	61	90	17	44	27	36	37	42	63	60	53	56	64	122	51
NECAB1	21	23	32	67	147	98	108	64	19	11	49	116	81	48	88	45	194	31	89	141	168	253	62
NECAB2	8	5	1	27	15	5	2	3	3	7	32	10	46	9	16	7	15	0	1	20	39	12	2
NECAB3	708	1632	3839	2003	937	2542	2084	1729	4237	3102	6402	1591	2918	3353	4649	4587	2109	2146	1871	810	869	1989	1993
NECAP1	1200	1163	3063	4008	2081	2773	2507	1918	1097	1862	5210	3283	4477	2555	7024	3566	1807	2909	3776	2545	2685	2968	2810
NECAP2	2589	3016	1899	6227	3024	4422	2761	2943	1802	2542	3313	4305	3284	2505	4265	1541	2546	3887	3832	3600	3754	3576	5941
NEDD1	1432	1154	1628	2174	1881	3039	1726	11833	755	1089	3789	1707	1615	1329	3452	1793	1536	1235	2880	974	2543	2383	2692
NEDD4L	7602	1040	3940	6938	5111	5867	6776	1526	2999	4625	6850	5507	6375	5039	6086	22910	1966	6299	6205	3518	6606	5246	13442
NEDD4	114	1236	464	811	1979	2173	1825	819	351	1304	1484	2008	1106	1022	1673	732	1569	1301	2961	341	3013	2371	1534
NEDD8	2149	3183	9469	7234	4279	5756	2521	7895	5195	4638	4666	6955	9354	6018	11809	4942	4204	6648	6352	4770	5177	4421	5943
NEDD9	1312	2117	865	6052	4065	6677	1833	2225	976	3756	1636	3803	1335	1193	1734	2037	2826	1677	3273	814	6074	5233	1601
NEFH	474	1487	38	173	394	164	167	75	22	14	121	256	86	239	67	27	545	87	241	36	2084	477	2517
NEFL	4	5	4	2	5	8	28	1	10	0	124	119	45	32	30	7	33	8	17	1	95	25	10
NEFM	1	4	14	3	24	4	11	16	3	0	23	105	26	77	32	4	19	5	41	1	115	40	13
NEGR1	54	157	107	428	549	1427	678	207	16	9	982	635	624	272	852	365	1176	727	1729	174	864	625	718
NEIL1	133	381	285	42	282	838	204	344	1041	1571	268	354	446	429	194	401	275	331	224	55	361	543	239
NEIL2	843	677	1296	2471	1639	2145	1390	1368	832	647	1836	1345	1366	810	1809	1893	1383	994	574	1768	1284	939	555
NEIL3	161	173	114	215	63	29	147	270	50	95	181	111	630	240	414	144	85	212	426	671	97	72	435
NEK10	2	296	851	418	1062	8180	372	77	1739	2077	1168	1253	89	1494	9	180	25	131	65	15	294	4265	87
NEK11	129	931	1188	1202	1057	3135	747	965	1012	2170	799	1418	1049	1166	965	1114	398	1353	666	182	1206	1257	508
NEK1	409	681	582	1671	1581	2375	1275	631	383	631	2184	1632	1765	764	2068	1069	1125	1059	1886	837	1793	1737	1645
NEK2	1539	1261	2430	1323	1066	1302	805	2158	409	727	1937	2034	2507	1787	3345	614	1107	3569	2351	6365	1237	1016	2811
NEK3	671	420	960	357	350	419	408	236	206	714	342	220	490	666	504	327	401	277	1009	1311	633	812	500
NEK4	1144	1257	1738	1553	1757	3235	1358	722	1009	1110	2216	2203	2199	1322	4391	2306	1712	4443	3173	893	2717	2515	2136
NEK5	3	20	92	38	56	326	76	13	7	127	98	26	7	111	385	92	48	86	9	27	68	323	6
NEK6	3714	1961	2469	8839	3068	4686	1864	20697	663	1947	4248	4255	2804	2420	1912	1287	1822	6651	3183	1215	4082	2886	2334
NEK7	3866	1633	2614	3040	3378	5489	3126	1704	1947	2629	6434	5243	4016	2719	5418	2747	4119	4387	7479	2961	4559	5095	6413
NEK8	121	334	523	1315	339	449	290	477	286	659	343	384	401	237	788	357	173	354	588	87	233	430	879
NEK9	2004	3636	7297	6864	5471	10928	4886	4659	3350	7185	8502	5306	7213	4874	12225	9198	4567	5716	6872	2487	6179	7933	4279
NELF	5798	1695	1562	8430	2420	2997	1813	8630	1347	1609	2931	2552	5255	2660	5985	2005	1470	922	2969	3005	2530	1958	6436
NELL1	0	0	25	558	1180	0	112	0	0	0	1439	31	2	1	31	277	0	170	0	0	0	7	3106
NELL2	5	348	9864	977	3920	414	8557	1337	24	36	18765	3180	4206	518	192	1216	237	1316	220	882	84	2851	206
NENF	2204	4840	3448	3975	3751	6294	1699	6049	5786	12286	3146	8970	7058	2496	4906	2948	3210	3283	2376	12723	3680	4569	2728
NEO1	197	3397	3221	5361	6591	12630	6673	3318	1976	5339	8518	10803	1445	4981	7772	5503	3607	2776	5748	597	9500	7969	3052
NES	2558	1974	2484	3209	3014	4496	4584	3635	1878	1310	2198	5289	1866	2988	12396	2474	5034	2785	5119	1433	7577	5235	4668
NET1	14051	6246	12600	4268	6439	23391	8741	7063	5052	934	11424	24599	10596	7812	6304	23693	5770	23264	7729	17951	3707	4552	7850
NETO1	12	3	4	78	23	61	9	8	0	5	6	18	31	47	19	0	3	29	72	1	21	13	278
NETO2	394	943	447	2693	453	337	1533	1386	83	234	290	979	2696	257	7857	35	633	1887	1406	2240	1553	795	2936
NEU1	4851	6332	2860	6077	4293	5661	4032	6672	3580	6146	4167	9370	10547	4062	4448	4929	6982	7075	8065	6221	6162	4411	5539
NEU2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEU3	376	108	234	294	470	517	530	229	51	181	447	513	108	169	577	373	291	801	605	187	1342	374	347
NEU4	1	3	7	3	6	32	3	21	3	8	2	2	3	2	0	10	2	0	4	1	1	0	5
NEURL1B	1605	1105	5342	1856	2772	2086	2307	2160	4271	948	10366	2126	6955	1484	3930	1936	4520	5918	2312	1976	3249	3297	2133
NEURL2	67	26	39	81	17	103	27	23	36	25	77	55	64	30	93	111	21	21	30	13	28	46	198
NEURL3	7	43	26	87	32	20	27	32	38	21	73	15	17	18	21	6	31	24	128	83	31	60	32
NEURL4	759	844	2089	1194	1888	2418	1130	1756	1491	1312	1683	1007	1701	1207	2273	1521	857	1503	1495	762	955	1386	2878
NEURL	349	203	1639	956	626	759	265	80	249	642	1276	70	2842	564	4836	6629	53	284	253	531	1350	415	4936
NEUROD1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	3	0	1	0
NEUROD2	1	1	0	1	2	0	0	0	0	0	0	2	0	0	1	0	0	2	2	1	0	0	0
NEUROD4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	2
NEUROD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
NEUROG2	3	8	12	607	8	0	3	0	2	0	1	2	0	2	2	1	0	2	2	13	3	23	2
NEUROG3	2	19	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	1	0	0	1	0	1
NEXN	367	665	259	429	1325	901	800	868	165	177	584	979	921	490	788	122	597	476	2344	422	1243	811	993
NF1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NF1	6044	6882	5036	8498	5932	14467	9038	4186	2120	4882	8896	8326	5120	3802	19351	6389	6401	5931	8742	2677	8611	9209	5429
NF2	2382	1735	2105	4233	1571	4213	1528	2951	2172	1882	2741	1654	4245	1248	4321	3289	1919	3391	2737	3815	3574	3418	2640
NFAM1	276	549	198	852	555	661	163	228	427	373	673	334	704	271	474	85	585	1565	713	302	587	392	462
NFASC	3417	357	4546	459	1243	792	523	587	181	333	1967	1058	532	302	588	255	356	193	1211	807	1684	1069	173
NFAT5	3574	2395	3148	4455	3910	5063	3655	2618	1277	3200	4663	3062	5758	3189	4714	3356	3589	4753	7350	2414	7801	5587	5897
NFATC1	136	673	815	2202	799	2041	450	417	1049	1553	1824	1457	1748	683	1611	1507	1250	926	1394	3097	1429	1792	434
NFATC2IP	1722	2405	2219	3352	2716	4541	2409	2427	1591	5007	5781	2657	3386	2324	3541	1958	2833	1656	3008	1733	2655	3027	3041
NFATC2	359	166	46	457	286	307	125	47	19	23	456	229	43	114	344	310	301	352	226	7	466	128	453
NFATC3	1988	1662	1660	4511	1746	2822	1546	1784	552	1300	3392	1802	3717	1595	3977	1646	1870	2105	4650	1786	3249	1656	3868
NFATC4	727	2849	8423	739	3019	4430	1273	4057	2232	4843	4482	1845	3087	2447	6211	620	1740	1016	1228	901	1673	1239	2960
NFE2L1	13345	9309	20641	47038	21502	23838	24167	17780	6067	10377	24216	29813	15881	12354	40132	22947	23455	13449	19391	10702	16157	18588	16515
NFE2L2	4746	8007	4991	7607	7594	10367	4014	10601	2582	4948	6248	10789	9075	4603	6472	2255	5709	5346	7490	5019	13758	8353	8483
NFE2L3	5258	2009	335	2047	735	651	1004	915	346	2016	1415	2612	809	440	854	509	780	937	1574	15273	973	1049	1118
NFE2	87	19	12	41	89	6	127	12	11	24	125	84	41	23	39	69	8	27	37	12	212	139	50
NFIA	68	3658	3124	7929	7316	18151	3034	5460	4938	14270	9549	11755	2792	5153	998	2730	5558	3499	2831	3538	5142	10430	3869
NFIB	8142	2849	478	7001	3626	7241	3566	2340	489	2681	2257	9650	2712	2123	1864	8466	4289	4718	8513	19532	4656	6109	1343
NFIC	1520	4009	3573	4008	4198	7353	2064	4008	1473	1769	4770	5216	1106	2454	3157	4538	3169	4755	2369	1918	4241	3123	1892
NFIL3	4217	1823	319	2054	990	1519	310	1032	117	483	913	3910	2515	376	487	935	688	881	1299	3909	2392	1908	1623
NFIX	30837	5031	30392	4764	5014	3095	3190	5145	9980	6609	14004	9333	2024	11079	2852	2154	7095	4300	7006	16650	5361	6932	7162
NFKB1	2094	3076	1828	4215	4143	11399	2958	1822	2440	3635	5454	5656	4597	3101	4125	2087	3537	3342	5011	8458	7011	4688	3169
NFKB2	898	2942	1925	2576	2306	3650	2462	1967	2273	2670	2405	3063	4131	4133	2014	1580	2503	2944	2752	5823	3086	1561	2854
NFKBIA	1756	4123	7049	7215	4265	12071	4177	5749	2508	8881	4755	6931	9134	7147	3711	8502	7813	8740	7541	17267	4721	7960	8677
NFKBIB	672	924	1163	1121	576	779	1204	1413	832	794	1131	1035	805	716	1861	442	753	815	1496	3799	897	685	1093
NFKBID	72	91	120	84	60	115	93	52	96	152	61	36	57	52	85	15	76	58	102	167	74	56	236
NFKBIE	3015	1067	514	1541	713	1301	762	940	487	1024	1083	1157	1908	777	752	433	879	1206	1529	3162	947	817	765
NFKBIL1	617	851	779	689	718	1054	895	1202	1352	649	981	1433	894	878	565	1094	682	1001	904	867	810	734	1468
NFKBIL2	1535	1841	1017	1633	1406	687	572	1110	618	420	677	1302	1420	1693	2741	1117	564	1919	642	1587	629	263	2081
NFKBIZ	336	706	3152	3458	1082	766	585	392	990	11338	1853	723	467	1231	218	208	1786	458	4621	1039	1454	12944	460
NFRKB	2493	1827	1744	2988	1398	2419	1365	934	811	2255	1901	2960	1606	2403	2003	2437	1280	2395	1373	1821	1828	2457	7125
NFS1	1878	1221	2915	2160	1405	2999	1064	2084	1267	1687	2840	2194	2252	1988	5937	2761	1386	2512	2498	2040	1489	1124	1377
NFU1	1365	920	2261	1275	1459	1286	1241	1432	1470	1988	1595	1439	2094	696	2770	4219	1018	1178	1941	1449	1706	2238	1049
NFX1	2089	1579	4602	4556	3454	6136	3274	1765	1817	3692	7129	4071	4443	6594	4305	3837	2231	2766	4639	4300	4590	3832	9668
NFXL1	907	784	641	867	593	1746	737	485	354	610	991	639	641	537	2141	961	553	1189	877	2433	1041	1121	1260
NFYA	38976	4496	2209	5560	2636	5269	2362	5820	1294	2506	3649	6240	4132	2250	2236	6299	2533	6268	5027	14975	4096	3761	4556
NFYB	1014	2161	1902	2286	2470	3312	1992	1690	985	2381	3127	2104	2996	1575	3396	2614	1518	1584	3093	4499	3085	2536	3025
NFYC	2647	2862	2392	4271	2722	3216	2606	3165	2667	2949	3283	4376	3178	2589	3163	1181	1685	2608	3379	5115	3392	3448	5552
NGB	2	3	2	7	0	0	4	10	1	0	4	28	0	9	13	0	1	0	7	27	1	0	69
NGDN	755	928	2720	2273	1223	1782	701	2685	814	1245	1368	1930	2497	1563	3648	1350	1302	1609	2187	1387	1600	1255	2075
NGEF	1062	53	197	200	100	186	20	631	453	220	325	514	399	368	147	41	244	33	516	680	335	178	30
NGFRAP1	189	5382	487	3270	2852	4519	2845	4830	3726	2727	3460	6915	6146	3000	3914	7971	1236	5114	1509	3304	3409	5087	1626
NGFR	99	802	115	823	1074	1148	939	458	190	39	326	1276	271	799	397	187	724	324	3031	26	2878	1920	165
NGF	3	19	10	22	21	20	12	37	18	17	17	37	37	16	27	3	31	15	25	35	36	16	18
NGLY1	1596	1841	2538	2107	1767	2837	1618	1076	810	1599	2478	1855	2516	1760	2834	1839	1314	4123	2674	3230	2617	1991	1486
NGRN	3433	5059	4931	7670	6843	9222	5702	8831	6017	7225	7915	11190	13655	4847	11005	7255	6418	9411	6246	5473	7800	8428	5798
NHEDC1	2	14	3	12	17	46	21	41	5	21	9	24	58	5	50	118	9	7	27	58	13	18	15
NHEDC2	467	190	265	266	245	908	188	317	34	27	236	257	499	154	697	1301	230	720	372	1214	666	2469	213
NHEG1	0	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	1
NHEJ1	460	315	685	822	606	781	383	401	315	392	505	801	604	558	717	391	381	734	720	384	580	490	965
NHLH1	10	14	18	11	6	10	1	10	23	22	3	10	10	46	0	0	9	6	20	40	17	27	43
NHLH2	0	0	2	0	1	0	1	1	1	7	5	11	17	3	41	1	0	2	1	0	3	2	1
NHLRC1	224	359	208	1350	230	256	167	348	455	374	326	523	342	281	175	31	137	91	309	424	361	310	285
NHLRC2	293	336	412	466	675	1197	498	318	93	241	684	616	175	572	1137	991	609	961	803	277	713	828	361
NHLRC3	1521	1250	2972	1326	1933	2006	1557	695	925	2745	1991	2359	1652	2102	1683	919	1851	1509	2062	713	2428	2840	1748
NHLRC4	35	60	205	65	147	586	115	126	315	404	895	210	109	195	50	461	142	231	36	8	125	58	40
NHP2L1	4920	5280	12511	9801	3552	8193	3741	7601	5997	7550	7169	4296	11959	4969	14557	6354	3448	8199	6041	6482	6462	6201	6769
NHP2	2035	4812	8619	6862	4329	6339	3600	3665	8223	4346	6515	6746	9691	4267	10170	4076	2927	6386	2205	6264	3699	4238	5208
NHSL1	3965	729	434	909	820	903	322	593	270	409	802	653	468	402	340	189	869	707	821	2657	964	1148	1760
NHSL2	36	92	294	206	485	363	117	130	20	41	583	107	213	66	231	110	437	334	395	11	223	127	125
NHS	103	269	491	1505	806	1908	2726	337	52	1114	458	791	595	294	1066	2052	464	1711	2647	67	1867	864	494
NICN1	694	1554	855	827	1500	1201	858	535	865	1881	831	1229	1887	966	556	1314	456	1198	719	395	1403	1449	1487
NID1	2912	4217	3804	5922	11018	10802	9117	9704	1533	3641	7385	12912	6900	8188	8312	2583	12685	5311	26244	25697	13703	8660	9730
NID2	872	1712	1788	2437	4253	5214	3387	5335	473	1266	3402	4343	2339	2491	3203	686	4405	2655	8878	1331	3624	3184	4760
NIF3L1	1080	992	2100	1411	1195	1826	699	1227	836	883	1815	1419	2018	1275	2278	775	966	1249	1960	1437	1498	1490	1836
NINJ1	3066	6914	7622	15057	7711	10333	6686	4283	10540	12939	7132	14877	10232	9109	4157	4563	2996	6126	6543	5226	7137	9412	8192
NINJ2	296	300	136	161	357	352	253	460	56	11	373	409	697	358	253	42	382	295	699	583	293	222	774
NINL	433	681	502	608	862	1460	746	852	515	301	1174	615	1065	376	678	955	545	231	477	2953	943	1095	3538
NIN	2206	2091	4304	4731	4000	6973	4755	3062	1532	2928	4055	4807	3523	3074	5000	3380	4290	5179	6183	3038	3752	5725	4819
NIP7	2919	972	1320	2392	957	1252	937	1126	437	393	1621	1294	2874	1399	3694	744	890	1269	2591	1918	3049	940	2913
NIPA1	545	653	1950	914	1322	2454	1366	575	1008	1482	1323	2472	1700	1410	2451	2809	2065	2012	2671	689	1775	1558	1289
NIPA2	2675	1727	1843	2893	2798	3564	2659	1303	1203	1874	2968	3604	3723	2622	4257	3059	2305	3253	4704	4436	4400	3378	3017
NIPAL1	191	15	51	143	12	78	40	42	4	3	38	77	1	17	58	32	20	10	37	545	152	26	176
NIPAL2	827	468	363	413	314	1404	320	248	24	328	809	587	628	325	1509	702	369	340	814	387	1394	570	496
NIPAL3	2670	1582	2654	2069	1876	2923	4011	1201	1879	2380	4114	2831	1630	1221	4512	1061	1423	3711	1569	5750	2810	4171	6363
NIPAL4	381	19	33	8	10	20	13	5	2	10	22	64	49	32	8	0	4	6	35	1586	77	28	57
NIPBL	3696	4649	7288	11543	9015	11559	8148	4176	3546	4446	10574	9935	5618	6412	9628	7304	5827	7721	7302	8359	10139	9535	12201
NIPSNAP1	3551	4794	6430	12761	4216	7456	3531	6165	3309	4488	7621	3831	6763	3372	13682	5865	1670	7284	5639	8873	4472	5763	3984
NIPSNAP3A	1880	1021	1811	2057	1653	2001	1521	851	799	1091	2623	1449	1301	1009	1299	1329	790	1578	3122	2412	1746	1891	3246
NIPSNAP3B	14	27	21	31	108	171	73	53	173	100	156	57	69	19	30	46	339	61	62	152	113	209	91
NISCH	3259	5356	6796	4535	6415	8424	4119	3043	4769	5914	7150	9208	4743	4004	4358	4238	3425	7828	4044	2385	4947	7341	6596
NIT1	976	1549	1620	3191	1444	2758	1054	1704	4564	5061	2458	2855	2254	2894	1868	1566	1774	1630	1698	1149	1801	2471	1895
NIT2	2071	3341	2770	4284	2097	2235	2085	3209	2679	4137	3096	3886	3040	2384	4033	2900	1617	3395	2330	3933	2732	3150	2815
NKAIN1	32	1380	6781	12947	4778	6165	25783	7561	121	557	2410	3813	1625	1741	16391	905	4825	2395	1601	410	660	3514	8466
NKAIN2	0	25	21	16	21	10	7	37	2	0	11	18	10	21	18	6	27	7	105	0	29	20	10
NKAIN3	0	6	0	0	0	17	1	6	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0
NKAIN4	2	6	13	3	32	0	18	10	0	0	21	90	13	17	1	0	3	10	13	0	33	5	13
NKAPL	9	11	2	23	28	10	14	29	9	7	16	21	28	18	15	8	42	5	25	4	41	34	9
NKAP	596	942	1279	1632	986	1156	922	1344	664	1129	1244	1292	1810	1158	1415	1214	903	1148	1623	1427	1162	1140	1361
NKD1	20	109	90	177	147	48	43	127	7	96	215	122	52	65	117	48	168	17	48	55	96	47	137
NKD2	14	297	264	565	467	334	426	509	45	20	401	538	566	320	1182	213	436	138	471	1003	256	240	1181
NKG7	29	526	46	1124	153	104	39	298	25	57	233	29	99	57	303	72	300	301	187	162	62	144	124
NKIRAS1	413	692	1315	522	608	951	553	525	407	592	808	1056	1061	257	811	1477	713	2192	729	722	979	651	600
NKIRAS2	1775	1874	4920	4413	2463	2775	2327	5724	1388	1688	2277	3428	3908	1792	6239	2283	2649	2668	3283	2755	2608	2419	3192
NKPD1	35	8	17	48	31	21	26	102	20	15	13	43	59	23	47	215	17	11	31	24	30	45	48
NKRF	1061	1024	1685	1519	786	1384	1148	1009	359	774	1093	1274	891	1150	1417	1004	649	1345	1411	2859	1228	924	2120
NKTR	1790	5261	3780	2612	4861	8672	3959	4537	4831	15676	3948	5260	2877	4844	2824	3149	4215	5918	6308	5305	6585	9766	7890
NKX1-2	112	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NKX2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0
NKX2-2	0	0	0	0	0	0	0	2	0	10	17	351	0	0	1	0	0	8	62	0	0	0	0
NKX2-3	0	8	0	78	0	0	0	2	0	0	0	0	1	0	44	7	0	28	0	2	0	0	3
NKX2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0
NKX2-5	0	0	15	0	2	0	3	4	3	0	33	33	13	8	0	0	2	2	11	132	6	25	1
NKX2-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-8	0	7	0	7	1	14	5	5	5	3	1	3	0	0	29	4	13	6	0	0	9	0	0
NKX3-1	22	63	2225	955	460	504	142	54	392	462	4186	848	43	100	506	470	138	5932	2545	1150	710	222	164
NKX3-2	73	32	44	56	57	30	61	48	1	0	126	148	208	101	80	1	14	151	173	24	21	15	154
NKX6-1	38	96	7	143	52	21	55	7	2	0	18	75	23	20	114	2	4	10	52	47	56	14	161
NKX6-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX6-3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NLE1	811	865	1075	746	937	1706	1040	1280	692	419	717	1576	1243	645	4588	929	775	1171	694	547	1168	744	1118
NLGN1	1	8	5	25	22	28	14	7	0	6	8	4	2	3	6	5	53	6	6	67	361	43	4
NLGN2	1329	2501	1432	1653	2150	3196	892	2298	898	1869	2433	1960	2043	978	2500	2629	1362	1409	1450	1508	1770	1167	2993
NLGN3	6	40	178	58	113	76	36	27	59	25	75	68	71	74	65	42	84	79	110	77	95	88	34
NLGN4X	20	37	12	155	330	1786	56	45	19	2	427	1901	55	84	37	13	205	48	104	352	610	353	86
NLGN4Y	0	0	0	0	3	13	0	0	0	0	1	8	0	0	0	0	1	0	3	1	4	0	0
NLK	683	1905	16044	2122	1489	1453	1793	1767	1013	1742	2710	1954	1742	892	1936	2074	913	4366	2861	1990	1648	2403	3651
NLN	1809	1403	1505	2586	1902	3180	1808	1073	442	476	1870	2848	1125	1993	3260	1548	1294	1918	1136	1296	2323	925	1631
NLRC3	151	696	187	589	343	406	215	289	100	164	420	198	346	206	358	129	573	613	373	199	130	279	280
NLRC4	55	211	71	261	183	114	61	84	99	30	143	34	134	28	201	37	87	396	218	110	157	94	115
NLRC5	628	2468	338	5650	2406	1406	442	1619	513	570	1943	1178	1517	873	1679	516	2526	1863	3499	1778	1273	1213	2283
NLRP10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	1
NLRP11	0	0	0	0	1	0	2	0	0	0	0	0	1	2	3	0	0	0	2	3	0	0	0
NLRP12	21	22	64	2	31	89	11	32	6	11	48	20	108	70	56	3	22	60	204	9	12	40	53
NLRP13	0	0	0	0	0	5	2	0	0	38	0	0	0	0	0	1	1	0	0	0	1	1	0
NLRP14	0	0	0	4	1	9	1	1	0	0	5	0	2	3	4	11	1	4	0	0	1	1	8
NLRP1	85	838	145	625	721	727	343	640	282	147	593	299	719	299	713	244	1245	806	932	1678	432	644	420
NLRP2	7391	2410	2	134	2979	2674	41	11841	80	1	1033	64	27	78	7037	6861	10	2649	2208	54	61	401	5094
NLRP3	68	232	44	323	211	305	58	91	113	29	195	46	226	64	290	108	216	282	234	38	129	520	103
NLRP4	0	0	0	0	2	8	0	0	1	0	1	4	8	2	2	2	1	1	4	0	1	10	1
NLRP5	0	1	0	2	95	57	583	0	2	321	0	10	54	0	0	597	3	0	0	0	94	35	5
NLRP6	0	14	14	8	31	29	24	2	20	11	10	13	14	207	41	224	2	16	1	1	10	1	1
NLRP7	315	29	0	35	36	36	7	237	3	0	10	9	0	5	104	119	2	41	24	4	4	7	88
NLRP8	0	4	0	3	3	9	19	0	0	17	0	0	0	1	1	136	1	1	5	0	2	4	0
NLRP9	3	1	6	11	9	2	6	12	10	6	5	11	9	5	1	5	5	1	26	5	5	10	22
