	TCGA-BH-A18S-01	TCGA-E9-A22D-01	TCGA-D8-A27L-01	TCGA-S3-AA14-01	TCGA-E9-A1NI-01	TCGA-E2-A1IU-01	TCGA-E2-A1IF-01	TCGA-E2-A15K-01	TCGA-C8-A1HO-01	TCGA-D8-A1X9-01	TCGA-D8-A27M-01	TCGA-A2-A0CT-01	TCGA-E9-A227-01	TCGA-AR-A1AW-01	TCGA-A8-A08I-01	TCGA-AO-A0JJ-01	TCGA-BH-A0EB-01	TCGA-A8-A07O-01	TCGA-A2-A0CK-01	TCGA-E2-A15D-01	TCGA-E2-A1B5-01	TCGA-EW-A1P5-01	TCGA-A8-A06P-01	TCGA-BH-A0HQ-01	TCGA-A8-A079-01	TCGA-A2-A25E-01	TCGA-A7-A5ZX-01	TCGA-A2-A0ES-01	TCGA-C8-A1HM-01	TCGA-E2-A10C-01	TCGA-A8-A09N-01	TCGA-AN-A049-01	TCGA-AR-A2LN-01	TCGA-E2-A1B6-01	TCGA-C8-A134-01	TCGA-D8-A1XR-01	TCGA-A2-A25C-01	TCGA-BH-A18K-01	TCGA-D8-A1JL-01	TCGA-BH-A0DL-01	TCGA-E2-A155-01	TCGA-AO-A0JF-01	TCGA-A8-A07Z-01	TCGA-C8-A26V-01	TCGA-D8-A73U-01	TCGA-D8-A27F-01
PCDHA5	31	3	299	16	14	110	23	8	103	108	36	252	3	8	9	32	8	0	19	38	5	14	16	120	2	0	59	3	3	15	11	17	30	0	6	10	530	60	27	0	0	42	3	8	47	2
PCDHA6	2767	12	115	41	657	244	75	477	1562	3614	43	900	42	890	16	159	1867	7	136	44	129	33	76	998	13	36	461	134	7	109	491	1443	222	0	11	33	82	65	24	4	35	131	317	35	77	3
PCDHA7	109	10	32	3	32	27	203	12	77	64	26	18	10	10	10	184	52	2	48	19	36	25	26	249	10	3	85	41	4	58	10	47	51	50	23	30	147	49	426	3	9	299	18	26	31	8
PCDHA8	26	0	5	2	7	1	13	12	145	18	14	8	3	1	7	10	7	2	16	46	0	11	3	75	0	0	35	43	0	5	40	15	6	0	19	8	72	20	28	0	0	28	6	32	33	4
PCDHA9	62	0	7	10	3	0	10	0	75	31	32	13	2	2	1	11	8	1	2	15	2	13	4	50	2	3	0	19	0	3	29	7	5	0	5	4	47	22	812	2	0	17	6	8	24	17
PCDHAC1	56	6	51	4	29	9	15	24	172	273	158	29	2	70	115	8	55	9	13	32	65	63	55	46	0	4	4	28	9	21	33	21	21	16	114	2	112	11	48	2	13	27	6	57	41	6
PCDHAC2	165	8	77	95	18	88	7	65	391	577	210	126	51	176	125	71	110	28	26	102	127	274	161	50	12	45	26	52	17	0	44	124	94	8	548	37	201	61	109	7	87	62	11	120	68	37
PCDHB10	124	126	218	107	121	59	126	62	201	426	713	106	95	59	8	147	394	85	150	140	247	72	193	138	65	81	340	267	22	89	104	204	233	229	455	93	702	350	536	230	380	188	23	468	355	247
PCDHB11	34	29	214	100	38	19	15	32	45	175	63	16	36	10	9	141	58	7	61	46	77	21	127	56	14	23	62	53	5	12	45	66	75	7	37	36	577	61	28	12	54	119	2	55	232	21
PCDHB12	20	43	174	73	46	46	50	27	61	110	54	37	77	36	12	119	140	17	68	31	64	30	150	80	28	60	196	100	3	24	68	70	134	23	84	56	346	125	64	31	113	128	15	135	99	50
PCDHB13	125	82	252	69	113	57	82	48	86	178	105	160	60	45	31	166	634	28	92	110	80	225	144	130	47	80	155	194	131	47	104	409	206	64	189	57	1128	619	86	100	324	224	40	748	264	60
PCDHB14	317	234	473	122	160	96	221	67	168	264	755	161	162	93	46	361	594	80	241	173	234	561	238	261	46	121	598	550	84	136	180	395	396	262	267	109	847	729	173	288	403	349	65	541	515	1572
PCDHB15	53	29	169	73	42	44	83	32	43	72	110	34	104	28	11	111	87	17	92	108	86	53	87	73	40	93	127	114	10	35	57	75	111	58	81	64	152	134	27	79	891	117	18	89	59	83
PCDHB16	191	68	358	323	189	100	224	70	380	641	522	111	151	579	25	567	1081	44	287	225	199	94	429	464	707	165	838	776	82	150	176	417	579	175	3487	184	894	828	183	257	1629	301	24	518	1036	101
PCDHB17	2	0	10	10	5	4	4	3	8	46	28	11	1	0	0	6	4	18	6	8	4	4	3	9	1	0	25	26	0	14	10	6	9	0	441	1	3	15	5	52	10	9	4	12	15	18
PCDHB18	8	8	40	11	15	19	18	6	20	42	11	15	21	9	12	31	24	9	17	16	24	12	35	26	13	16	43	36	1	10	8	26	31	8	29	33	58	46	12	15	31	55	8	17	26	25
PCDHB19P	5	1	25	7	10	6	12	2	14	22	31	5	10	15	7	21	22	3	7	14	8	10	12	11	5	12	20	23	4	5	16	11	28	6	32	23	57	42	11	19	27	26	2	22	19	33
PCDHB1	0	0	9	1	3	0	0	0	0	12	0	0	0	2	3	0	3	1	4	0	0	7	1	3	0	0	1	0	0	0	6	6	0	0	3	0	0	0	21	0	0	0	0	0	3	1
PCDHB2	888	51	458	149	208	47	189	47	1738	1096	1288	674	92	61	123	500	178	632	196	378	45	596	332	802	66	69	628	433	448	1064	578	55	302	83	1943	61	106	607	1293	352	1116	317	28	2154	978	127
PCDHB3	27	25	213	72	30	30	227	26	92	84	99	51	72	49	7	127	1520	18	71	443	48	35	103	133	21	64	129	197	76	59	50	42	103	290	121	50	122	179	37	16	59	171	134	111	323	54
PCDHB4	45	55	365	279	245	211	232	72	176	368	142	63	125	51	26	340	248	111	184	215	132	37	272	208	864	379	524	883	34	87	143	141	367	102	1395	397	334	240	94	47	458	345	54	146	219	1582
PCDHB5	40	36	136	109	68	52	102	26	99	120	62	53	71	23	24	120	656	25	69	65	93	24	130	97	24	68	373	230	178	31	374	42	243	47	76	36	116	1152	71	20	45	137	10	62	145	69
PCDHB6	20	11	84	31	33	18	79	8	144	200	97	18	80	8	5	119	93	523	70	74	31	15	48	183	12	36	324	374	14	24	43	36	90	76	2248	56	55	130	17	909	66	89	9	38	78	24
PCDHB7	57	61	231	47	49	82	106	46	67	234	620	45	118	57	3	311	152	20	184	88	102	31	183	165	113	63	437	263	12	92	57	75	210	179	1113	91	184	176	40	37	284	156	19	108	343	96
PCDHB8	144	23	137	35	87	28	14	14	43	447	632	48	49	10	11	122	429	7	36	57	15	119	125	195	273	40	173	336	99	80	129	571	149	23	1618	32	538	560	55	37	1133	101	10	353	605	35
PCDHB9	53	69	136	73	65	37	122	22	218	592	608	148	70	72	10	116	185	28	139	76	202	42	110	106	196	51	279	268	12	75	91	227	246	403	1348	43	489	329	1219	473	464	120	11	435	300	756
PCDHGA10	400	56	237	549	246	64	17	92	541	452	286	272	146	341	30	805	395	84	32	802	30	188	701	1156	34	65	320	696	21	371	408	496	1118	169	163	30	130	677	147	30	31	565	42	215	165	104
PCDHGA11	34	42	75	54	90	16	10	21	15	135	107	15	42	42	24	92	47	55	14	67	10	26	115	49	15	53	54	45	7	30	20	36	105	43	76	54	209	142	94	20	33	62	31	78	35	62
PCDHGA12	243	240	439	130	324	140	43	102	170	406	430	45	49	344	61	351	353	203	80	219	26	273	520	256	56	123	50	193	30	23	70	301	248	29	152	225	402	334	497	34	37	376	102	96	135	290
PCDHGA1	27	8	32	29	14	10	8	4	25	95	51	14	8	7	9	62	61	14	5	8	31	56	68	12	3	5	20	50	11	43	53	298	54	12	12	14	292	84	21	367	40	15	9	54	45	44
PCDHGA2	29	18	183	211	38	24	22	14	48	96	94	28	47	14	12	154	159	12	34	77	23	31	439	238	15	50	248	645	16	23	79	869	388	11	12	33	822	331	21	75	56	50	11	59	88	152
PCDHGA3	15	10	138	75	20	20	16	12	46	53	44	27	70	12	11	66	155	7	31	23	20	9	52	29	9	18	56	79	2	12	35	27	172	13	14	21	85	92	13	28	22	46	12	28	42	41
PCDHGA4	40	16	114	69	109	69	4	14	48	212	245	63	27	55	29	106	285	27	21	72	12	27	424	112	44	27	39	485	12	8	128	2167	359	16	70	55	912	96	90	39	91	71	13	101	48	72
PCDHGA5	14	16	137	126	107	28	14	59	27	100	110	23	27	33	3	88	93	12	47	27	9	40	232	131	26	24	95	183	9	14	76	134	155	26	23	33	244	1010	23	7	135	44	11	92	54	74
PCDHGA6	34	12	132	63	25	35	9	39	34	185	123	20	55	55	12	94	138	25	34	33	25	45	106	63	19	36	220	293	14	23	42	188	166	20	38	82	195	112	58	52	140	98	16	81	167	88
PCDHGA7	127	18	58	76	13	17	13	18	11	2161	60	12	34	17	3	78	276	7	16	30	9	24	66	35	9	17	65	181	27	21	19	51	207	18	22	18	396	133	19	29	78	75	14	47	38	28
PCDHGA8	6	2	20	63	16	5	13	4	21	66	109	4	10	5	7	65	21	6	5	19	26	7	13	40	2	5	30	40	5	4	62	18	57	51	17	4	112	43	7	4	14	9	5	17	22	18
PCDHGA9	112	17	326	158	106	53	38	88	190	346	116	50	164	119	32	87	163	35	58	50	62	301	117	183	35	37	145	148	33	18	70	72	221	10	120	134	242	143	137	32	46	225	42	733	161	118
PCDHGB1	71	2	109	102	49	13	9	6	9	449	1377	82	31	213	3	187	228	69	43	27	13	31	213	172	5	11	26	128	16	325	92	1103	180	25	73	47	803	553	748	892	26	25	18	45	57	120
PCDHGB2	30	16	147	70	55	120	12	10	44	184	157	119	45	36	14	281	174	14	77	23	40	161	199	76	61	17	81	163	45	9	69	880	315	19	287	76	637	892	63	17	423	102	18	905	218	83
PCDHGB3	76	6	43	33	10	14	6	4	8	89	90	12	10	12	4	33	29	4	8	11	0	32	33	20	14	5	16	179	2	6	26	299	159	12	34	22	81	102	33	5	117	20	4	63	30	68
PCDHGB4	84	12	202	54	129	20	15	23	13	1058	1402	13	32	24	94	223	109	28	18	27	14	13	298	69	36	14	64	473	35	7	69	119	258	12	97	69	2530	87	36	18	56	78	16	33	68	63
PCDHGB5	1071	78	825	241	147	113	24	75	35	3665	726	14	41	61	160	463	1020	356	172	155	218	50	1068	409	40	85	113	398	446	14	582	1471	758	6	1572	417	1949	709	183	15	49	139	58	75	429	70
PCDHGB6	143	69	214	86	84	27	29	33	55	318	245	33	64	49	14	132	77	34	52	53	91	1280	328	230	28	49	65	358	35	14	103	807	220	29	86	149	456	170	115	29	105	210	19	75	152	1615
PCDHGB7	804	208	657	372	252	204	69	191	278	731	413	92	394	311	117	540	1215	310	210	296	168	190	472	328	102	137	441	359	53	26	86	424	456	41	302	98	381	355	767	54	80	645	91	330	551	390
PCDHGB8P	3	0	4	2	2	2	1	1	3	11	13	1	0	4	2	1	7	3	1	1	0	1	4	7	0	2	5	7	4	2	3	8	14	7	9	4	5	10	1	0	0	5	0	10	5	19
PCDHGC3	3645	1725	6328	3834	3315	1806	5940	1962	1963	8891	4606	2283	3347	1985	1113	5220	8886	1830	4027	4188	2659	5979	5927	5471	1142	1943	7634	6187	682	4606	3570	6794	4890	4446	6013	2436	9209	8919	4377	9714	1199	5308	1341	4722	3608	14679
PCDHGC4	12	0	8	3	2	3	0	1	2	105	27	2	3	10	8	22	23	4	5	24	1	14	21	16	1	6	3	27	1	6	14	31	59	17	20	1	106	34	63	22	5	10	4	14	8	165
PCDHGC5	5	8	32	20	12	3	4	10	31	47	27	11	9	27	4	50	22	6	4	14	2	26	13	37	7	12	7	35	1	7	28	29	136	6	20	1	55	45	25	16	2	13	27	43	15	92
PCDP1	262	34	416	1	126	31	15	3	74	6	2	0	189	5	272	2	9	7	29	484	5	23	56	21	4	15	1	12	20	9	7	26	1	0	8	167	113	117	96	0	4	24	207	20	4	3
PCF11	6410	17689	6121	2484	2381	3686	2309	2003	4584	4411	5114	1787	3283	4488	6904	3963	3982	2765	2123	3764	3745	5018	3486	2697	3600	2528	3467	4038	3033	2417	4389	4853	3656	6347	5578	6631	11401	3776	4824	4500	5392	3617	1640	5149	3906	4649
PCGEM1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0
PCGF1	787	1697	862	351	650	483	862	567	1130	846	731	399	957	548	676	630	618	509	1126	631	1048	514	828	382	666	648	633	422	425	786	330	494	480	1502	1274	1011	684	872	831	789	845	442	396	1043	373	931
PCGF2	4389	10848	3067	5696	2316	1985	3999	3498	2491	5641	1479	2458	3304	1606	3258	3347	3332	990	6760	3149	1977	2564	2798	3059	2602	3422	3478	1910	1786	5121	1345	4017	1845	1608	1687	3949	3246	5352	2802	1986	1970	2357	1984	4049	1126	1381
PCGF3	2947	4958	8474	3582	2419	3012	4765	4658	7783	2925	5568	3316	4348	4908	4910	2485	3414	1708	4489	5087	2095	2943	4206	2561	4647	6673	5457	3678	2315	4296	3666	3822	3019	4173	10104	5259	4368	4083	3655	5809	5006	3418	1450	4750	3135	4420
PCGF5	2815	5079	3606	1286	2109	3005	1161	1458	4733	4461	6817	2318	4110	3347	9194	5233	3670	2917	1990	3194	3791	3411	2309	1628	2388	7846	2583	5435	3181	877	2490	2384	2748	4570	5026	4173	8309	2851	6604	2414	3716	4843	2194	3496	2454	3888
PCGF6	640	498	662	372	264	374	443	454	524	446	328	403	464	589	649	520	386	1493	482	358	469	250	329	237	242	1560	479	367	470	288	314	296	280	752	1640	1170	926	479	1151	524	495	547	290	433	390	762
PCID2	1236	1669	2487	655	1432	2357	1728	2374	2030	1966	2258	1067	2096	2175	3721	1640	2428	1297	2117	1858	1784	922	1934	1712	1703	1553	2217	1874	1455	1171	1227	1541	1347	4769	7434	3827	3550	2065	10192	1399	834	1715	1195	1749	1573	3377
PCIF1	2040	4043	4028	1559	1911	2615	2303	3652	3426	3628	3467	4313	2953	2676	5336	2434	3381	2709	4490	2631	2391	3389	3011	2577	5854	2832	3218	2554	2618	1295	1612	2277	1727	6478	4010	3404	3361	2079	1959	2725	2835	2072	2476	4142	1889	4019
PCK1	5	2	146	26	4	26	146	16	2	0	335	8	34	9	0	187	0	0	177	557	423	6	90	5	14	49	14	36	3	11	1	12	457	3	5	86	59	63	6	6	61	256	5	0	11	24
PCK2	31852	7356	3148	5510	3232	3475	3126	4860	4745	3838	2571	2880	5649	2640	8213	4640	3353	1589	2669	2437	2531	4152	3467	2330	9930	3576	1663	1750	4105	3207	7566	2485	1298	3588	4551	3310	7381	3908	3556	3126	3267	2056	4944	5587	2306	3164
PCLO	1485	724	1565	367	628	586	304	781	6747	1842	2095	1004	667	983	2713	670	894	585	633	2057	495	2409	1250	862	1041	1431	511	1089	200	214	537	378	1352	473	554	4079	3597	699	1456	1238	2879	736	866	4096	576	730
PCM1	12303	6730	16796	3919	4592	23152	4937	6052	8785	17671	7982	23937	18851	9200	24056	12691	15290	4661	16800	21308	5876	18740	5874	12757	10752	9404	9550	11348	5343	3922	6177	11702	12216	12730	10342	44291	29855	4109	15016	5660	20319	11785	7307	16574	5997	6939
PCMT1	2783	9571	6166	2592	3591	4397	3224	4364	3619	9675	2642	5088	6175	3760	20969	3359	5747	6328	4232	2945	4106	4010	5564	3632	4439	5719	3759	4036	5395	4562	2876	5347	2080	9318	10571	6829	4624	3708	6005	3248	9387	4030	3276	10187	2759	7985
PCMTD1	6459	7103	7785	2198	4776	6872	4861	3787	6255	5261	7658	9875	5331	7842	10113	6963	6537	18764	3883	6956	4182	4233	4909	3536	9572	5110	5643	5568	5534	10651	4381	4832	4971	21262	8782	6595	10603	5025	5155	7802	7145	10738	2147	6039	4403	8121
PCMTD2	4233	10605	6126	2386	3069	3389	2598	2530	10067	5743	2046	9212	3255	5630	8335	4464	3151	2774	3912	4392	3494	2678	2239	2685	2597	13330	5704	4845	3114	2759	1764	1777	3202	5548	4718	5783	5853	4561	3200	3368	5236	3527	2514	4522	2268	2992
PCNAP1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCNA	5016	20811	7644	4254	7214	4080	5091	11976	9234	6502	6641	9374	6944	10965	22892	6203	5541	12931	4321	3036	4715	6918	4342	3586	6974	9504	3279	3527	11764	7294	7585	5922	1752	18057	14364	10005	13115	9404	10348	16241	8984	3925	8532	8417	3167	7897
PCNP	7269	4476	7976	3054	4241	6207	3951	5050	7799	8960	10795	5197	6140	6441	11756	6951	7572	8263	5490	5884	7291	4794	5351	3368	6293	11035	7950	7195	5297	3813	5169	7151	4527	9903	12104	10155	10761	6465	8419	8051	9019	7012	2489	11947	3549	9038
PCNT	1781	2904	3866	2161	1284	1811	1449	2434	2796	2468	2559	1556	3201	4522	4364	1923	1868	6304	1701	3191	1439	2319	2202	2093	2989	3058	1613	1911	1762	922	3056	1623	2414	4407	6638	6714	4052	2110	2726	3109	4936	1664	2464	3704	1824	6258
PCNXL2	928	742	1733	362	761	312	523	206	376	1276	1596	328	910	1096	2849	662	807	423	891	2149	649	1084	961	754	1303	674	1080	1076	837	605	363	914	939	2000	1697	1289	2057	1143	3349	1279	924	635	214	2174	1685	435
PCNXL3	1965	4017	6522	3735	2399	1816	3153	4545	4385	5221	5450	3618	3270	3878	7844	3072	3100	6938	3753	4474	2906	4164	6142	4347	5402	4410	3809	2807	2194	2869	5284	8257	2792	5810	7267	5295	5824	4219	8185	4563	5699	3242	3628	6286	3803	7286
PCNX	2858	4470	8089	2165	1381	2734	1704	2635	4262	8779	6320	3291	4161	5902	10795	3253	3506	2936	1966	3315	2572	1973	2946	2618	2780	2649	3234	6743	1898	1646	967	2776	3737	4362	5699	4701	10444	2732	9344	4330	2483	4416	1201	2178	2927	4162
PCOLCE2	6	9	107	47	12	58	203	73	1	33	1427	21	115	322	11	662	8	847	814	851	896	7	453	7	44	35	32	554	8	36	3	162	584	3011	273	276	164	153	67	24	130	1173	19	2	8	1428
PCOLCE	978	4020	7416	4309	6633	1330	17193	3667	2814	6446	6583	1887	6675	4083	1228	6419	4794	4966	4931	4840	3497	3091	8804	6003	2301	1898	8097	5228	1048	4526	2830	5071	5513	6488	4087	3532	5754	9397	8604	1844	1604	8646	3051	6142	7525	5024
PCOTH	149	257	129	57	215	227	380	168	28	103	45	20	327	68	65	87	111	30	113	235	38	110	160	140	48	27	57	0	25	1366	76	93	40	90	34	213	45	7	85	10	26	71	40	86	89	49
PCP2	101	39	65	327	91	135	170	225	128	4	11	43	52	60	73	67	66	2	164	42	57	166	47	75	82	53	143	102	12	120	104	145	19	68	42	127	86	69	1	35	23	67	250	139	45	14
PCP4L1	2	71	42	12	156	5	18	93	15	16	55	76	28	76	50	8	10	91	33	9	3	6	3	12	4	9	37	139	304	890	1	12	28	40	1525	9	62	34	48	1499	0	46	2	43	228	82
PCP4	2	0	5	4	17	7	20	1	1	0	6	4	6	88	2	15	2	24	1507	6	25	2	1	2	0	3	7	3	3	40	5	5	1	180	15	239	3	165	392	1	3	0	0	122	10	130
PCSK1N	10	475	74	14	27	17	14	1	1181	670	547	182	13	2	1839	16	0	57	27	4	4	153	12	17	3	2	127	28	4	201	1	75	5	73	1263	4	50	15	42	4	16	12	123	8	23	388
PCSK1	10	53	46	5	18	8	37	76	4872	100	30	5	50	249	64	26	29	100	5	27516	47	120	33	11	22	34	12	335	8	24	8	24	10	48	38	65	14821	26	79	33	22	71	10	17	28	412
PCSK2	0	0	6	0	0	0	5	0	393	0	6	376	0	279	10	2	1	1	22	6	6	0	0	1	0	2	1	1	1	2	0	0	1	5	0	2	0	65	1	0	1206	2	0	0	0	0
PCSK4	219	78	479	116	232	335	452	550	342	63	8	114	211	55	153	220	75	4	429	269	190	139	288	187	105	70	467	136	15	337	113	332	212	41	257	342	206	225	20	11	325	160	304	244	370	6
PCSK5	67	122	559	825	121	116	200	100	110	238	561	108	583	161	159	524	472	105	270	305	217	105	451	232	54	168	553	394	25	52	244	233	509	73	145	197	533	256	625	294	172	846	139	229	234	403
PCSK6	12699	6439	4242	4475	1521	3694	901	3871	2571	2423	405	2530	10430	650	4187	3391	8551	583	9094	14472	1678	5272	1166	2492	1881	7654	3968	1683	299	466	1186	1045	1700	1947	1337	10722	4109	2007	17006	335	9859	5326	2430	4615	477	3392
PCSK7	1674	2736	2924	1770	742	1234	1446	1208	1086	1775	2373	444	2627	2444	2188	1778	3050	1850	1413	1598	1694	1507	2360	2001	1314	1021	2061	1848	1222	1716	2302	1274	1090	6317	4284	2613	2478	2346	4280	2775	1049	1491	1596	3704	3023	3136
PCSK9	0	4	214	95	34	9	53	66	4	20	3	63	35	4	40	22	29	110	34	16	6	23	35	69	2	1	31	16	43	29	16	19	25	74	70	32	42	71	174	1481	2	99	18	20	34	493
PCTP	1329	3037	1482	513	1063	928	847	602	1257	778	3496	1292	1851	595	1039	1226	882	2073	1434	1484	1439	1229	852	852	766	2628	950	1268	1636	363	641	2019	601	2301	4505	1848	2315	799	4413	1128	3562	949	773	2199	653	8055
PCYOX1L	1030	1504	1384	529	657	1011	864	1176	1071	2976	486	1290	1259	944	1548	1164	1639	884	1226	1000	861	2378	515	895	1424	2059	879	914	701	427	662	776	501	1584	1087	1782	2312	1281	662	1243	806	557	757	1346	626	414
PCYOX1	21398	4602	10363	7933	3763	11787	3662	3776	14604	16295	8881	13347	9794	6291	28550	12182	6808	6045	3138	6521	5464	7790	7841	5679	9400	11886	5090	11722	3199	3400	5368	5822	5611	3641	11992	8228	7835	4820	12582	6864	22710	12322	5597	16841	4093	11342
PCYT1A	1074	1368	2009	925	824	950	395	933	1035	2261	1879	958	1106	1033	3015	861	1568	2700	410	879	690	1567	2155	853	1424	1688	425	883	1133	441	1577	2292	675	1553	2183	1537	2392	774	3601	1734	1756	1283	869	3583	895	3019
PCYT1B	10	2	483	43	36	30	49	9	1	22	17	28	28	2	208	42	39	154	17	23	5	14	26	63	6	16	136	103	0	6	3	10	44	77	159	8	68	29	65	20	5	20	6	17	54	364
PCYT2	1874	1733	1679	1966	1918	1480	1725	1560	1394	3561	1179	1236	1850	1000	2334	1546	1317	2991	1618	1162	981	1119	1348	1534	2136	1452	1551	980	1229	1260	654	1855	738	3763	3169	2205	1557	1894	5047	1085	1632	903	1495	2190	917	3979
PC	5576	1375	2511	988	1047	3663	1319	3577	2225	836	1922	2589	3442	937	5747	1536	1295	4802	1638	1594	778	4593	2470	1251	935	1126	2089	1361	921	647	3167	2007	1109	3801	3929	1387	1035	1335	3658	2002	1109	2263	2365	2991	869	2235
PDAP1	5216	8843	6545	3812	5051	4169	6387	4404	3846	5601	9660	5289	6411	4658	5541	4678	4003	8467	6358	6047	4805	5732	6140	5081	6158	4574	5184	3484	2364	6608	5303	3602	2587	16465	18682	7238	6225	6326	8806	11232	7164	3552	5369	8514	4161	7792
PDCD10	3804	3933	2463	1198	1451	1911	1239	1472	1979	3559	2750	2488	3206	1430	3507	1790	3793	3739	1685	1586	1570	2486	2613	897	1665	4166	1492	1859	2917	1145	3344	3940	748	4226	4411	4390	3932	1656	7000	3315	2842	2904	1065	7532	1218	3310
PDCD11	2492	3616	5002	3045	1943	2529	1699	2528	3860	3374	3009	2426	2774	5821	5682	2509	2831	10314	3044	3088	1684	1700	3316	2757	3431	8114	2329	2999	1428	1063	3757	2575	1964	3850	6180	4083	5930	3040	7644	4482	5238	2425	1871	2834	1954	5555
PDCD1LG2	40	774	349	66	150	83	62	152	199	733	1145	60	300	1464	2451	390	343	303	96	79	327	245	184	58	66	99	168	212	625	122	105	135	230	653	792	60	317	123	1248	802	55	198	42	266	704	330
PDCD1	15	1046	108	28	12	38	32	95	24	60	188	48	103	794	557	166	46	40	71	55	293	51	24	10	21	35	11	51	628	115	39	31	42	890	141	12	50	11	345	262	18	42	36	114	324	13
PDCD2L	444	925	363	191	294	259	434	340	635	956	330	362	508	434	908	370	301	487	428	242	435	384	327	241	461	460	235	213	421	368	347	240	157	1268	883	796	644	1040	543	483	298	321	284	381	277	1128
PDCD2	1152	2761	2341	896	1860	1719	1783	1504	1533	2941	1527	1194	2985	1815	1411	1848	2829	3645	1688	1501	2826	2281	1995	1661	1691	1579	1966	1919	2338	1859	1308	1807	1059	4539	2111	3316	2314	2845	2702	1801	3159	2193	1249	4798	1480	6396
PDCD4	8472	10981	41567	7590	15685	19726	11681	22879	11245	4254	5441	15868	7283	23602	17682	37124	24594	10637	10237	53011	10870	5334	28717	30099	19558	19322	29669	22923	3263	8792	12815	11725	12363	16235	7745	17619	28396	33414	19300	18911	11210	39356	6120	32926	8431	8548
PDCD5	1469	4075	1572	970	1560	1055	1743	1040	2049	2060	3469	2197	2491	1711	2325	1343	1646	2768	1715	1139	1929	1495	1564	1221	2467	1875	1529	1185	2887	2102	1108	1426	831	8806	5844	2161	2269	9532	4070	1750	2046	1368	925	2918	1014	3099
PDCD6IP	14937	14459	16796	9660	7925	12311	7449	10964	12743	22459	11433	13787	15854	9035	20806	10432	15802	9359	6396	12355	6860	8733	12776	9235	9022	24263	8055	13377	6796	6074	12889	5703	6971	11821	10899	23599	28663	13440	31779	7514	17764	11007	5892	10919	7040	9550
PDCD6	5122	10657	6215	3079	5505	4380	5261	4354	6066	11754	5199	5533	6010	3950	7552	4158	6258	7942	4861	5299	11056	5826	6671	3824	4300	6500	4107	3670	4495	7560	4764	3555	2093	7563	9891	6426	8496	7823	8993	9283	25252	3532	4363	8105	3023	6845
PDCD7	1488	2050	1522	893	1207	1121	871	1147	1578	2058	1021	608	1517	1250	1944	1122	1164	1899	1340	1783	1268	1598	1152	854	1183	1749	1329	1272	1724	1174	930	1198	798	3462	6871	2044	3384	1056	3182	2156	1088	939	674	1842	691	3470
PDCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	0	0	1	0	0	1	0	0	0	0	0	2
PDCL3	2211	2678	1574	732	1344	1000	1293	1236	1252	1951	1364	1230	1809	1296	1438	1274	1660	1898	1373	1159	1146	1002	1445	926	1867	2368	1155	997	1605	1474	747	1275	650	1832	3492	1714	3220	1505	2193	1683	2335	1117	1214	2314	639	2221
PDCL	945	1966	1847	918	611	967	1029	1292	1163	2084	1683	1265	1775	1399	2210	1741	1953	1585	1246	1321	1624	1085	997	964	1117	1986	1104	1557	1636	1114	897	857	938	1595	1556	2697	3817	1289	1810	1194	1204	1806	909	2596	1265	1411
PDC	0	2	2	0	1	1	1	3	0	0	2	0	0	2	5	0	0	2	0	2	0	2	1	1	0	1	0	2	2	0	0	0	2	4	2	5	2	1	6	2	0	1	0	1	1	7
PDDC1	2431	4400	4747	3370	1681	2593	2556	2165	1956	2319	4169	3138	2663	1450	1628	1729	1931	3691	5309	2238	1826	2852	3061	2177	8369	1482	4509	2340	1477	1216	3075	2172	1712	8490	8533	3159	2242	2221	2478	2109	5519	1141	1559	5637	2095	3149
PDE10A	150	161	873	449	183	137	190	103	208	435	446	84	351	347	119	303	376	237	80	350	231	158	456	293	785	211	320	343	43	104	176	121	285	306	238	260	1002	339	509	112	148	704	27	347	210	462
PDE11A	96	13	427	73	44	85	24	127	60	336	88	19	57	10	55	139	141	1	81	317	50	153	117	134	29	36	100	250	36	101	36	28	148	75	14	162	141	83	32	4	71	135	2	587	52	16
PDE12	3170	2848	2373	1499	1342	2318	1294	1509	2873	3722	1355	1943	1963	2043	4346	1900	2621	4995	986	1959	1593	1722	1957	1443	1375	1840	1140	1807	1203	836	1669	1030	1090	1843	2842	3418	4845	2591	2826	1502	1807	1987	1348	1947	1120	1732
PDE1A	84	217	434	78	46	131	228	69	164	139	159	177	525	146	71	389	266	29	295	185	352	28	435	116	32	125	129	231	14	39	79	127	341	114	128	162	278	202	140	57	126	765	40	286	169	121
PDE1B	234	240	565	356	116	144	732	244	176	219	411	98	666	312	147	563	331	195	583	958	449	218	565	319	243	231	194	214	91	151	82	288	334	712	344	504	910	380	358	275	73	516	98	85	630	316
